Project,Subject ID,Hemisphere,Intersections White-Pial,Total Triangles White,Total Triangles Pial,File white,File pial
deepcsr,211215,lh,686,418161,365373,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211215_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211215_C_mwrm_lh_pial.stl
deepcsr,211215,rh,246,428506,368138,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211215_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211215_C_mwrm_rh_pial.stl
deepcsr,211316,lh,2115,367294,336596,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211316_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211316_C_mwrm_lh_pial.stl
deepcsr,211316,rh,455,363254,320166,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211316_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211316_C_mwrm_rh_pial.stl
deepcsr,211417,lh,158,390865,351558,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211417_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211417_C_mwrm_lh_pial.stl
deepcsr,211417,rh,314,398656,340802,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211417_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211417_C_mwrm_rh_pial.stl
deepcsr,211720,lh,684,417032,322499,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211720_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211720_C_mwrm_lh_pial.stl
deepcsr,211720,rh,1000,423986,350290,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211720_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211720_C_mwrm_rh_pial.stl
deepcsr,211922,lh,1646,403819,328127,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211922_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211922_C_mwrm_lh_pial.stl
deepcsr,211922,rh,45,399405,325074,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211922_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_211922_C_mwrm_rh_pial.stl
deepcsr,212015,lh,50,375959,323883,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212015_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212015_C_mwrm_lh_pial.stl
deepcsr,212015,rh,493,384687,318472,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212015_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212015_C_mwrm_rh_pial.stl
deepcsr,212116,lh,280,402816,352612,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212116_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212116_C_mwrm_lh_pial.stl
deepcsr,212116,rh,0,407010,354489,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212116_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212116_C_mwrm_rh_pial.stl
deepcsr,212217,lh,101,383470,319052,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212217_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212217_C_mwrm_lh_pial.stl
deepcsr,212217,rh,29,391668,313764,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212217_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212217_C_mwrm_rh_pial.stl
deepcsr,212318,lh,2760,358773,347273,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212318_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212318_C_mwrm_lh_pial.stl
deepcsr,212318,rh,164,361457,337888,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212318_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212318_C_mwrm_rh_pial.stl
deepcsr,212419,lh,0,400954,308203,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212419_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212419_C_mwrm_lh_pial.stl
deepcsr,212419,rh,0,404649,316202,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212419_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212419_C_mwrm_rh_pial.stl
deepcsr,212823,lh,1437,379245,377377,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212823_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212823_C_mwrm_lh_pial.stl
deepcsr,212823,rh,0,387668,360259,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212823_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_212823_C_mwrm_rh_pial.stl
deepcsr,213421,lh,147,397202,322176,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_213421_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_213421_C_mwrm_lh_pial.stl
deepcsr,213421,rh,98,414769,304110,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_213421_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_213421_C_mwrm_rh_pial.stl
deepcsr,214019,lh,67,379169,341229,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214019_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214019_C_mwrm_lh_pial.stl
deepcsr,214019,rh,249,390741,324597,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214019_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214019_C_mwrm_rh_pial.stl
deepcsr,214221,lh,226,376933,323393,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214221_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214221_C_mwrm_lh_pial.stl
deepcsr,214221,rh,46,384295,304722,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214221_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214221_C_mwrm_rh_pial.stl
deepcsr,214423,lh,311,417882,313779,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214423_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214423_C_mwrm_lh_pial.stl
deepcsr,214423,rh,48,434783,305858,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214423_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214423_C_mwrm_rh_pial.stl
deepcsr,214524,lh,5,378731,363041,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214524_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214524_C_mwrm_lh_pial.stl
deepcsr,214524,rh,421,392654,336439,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214524_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214524_C_mwrm_rh_pial.stl
deepcsr,214625,lh,554,398576,365397,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214625_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214625_C_mwrm_lh_pial.stl
deepcsr,214625,rh,52,403224,362485,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214625_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214625_C_mwrm_rh_pial.stl
deepcsr,214726,lh,2072,391866,369906,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214726_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214726_C_mwrm_lh_pial.stl
deepcsr,214726,rh,333,392641,356900,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214726_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_214726_C_mwrm_rh_pial.stl
deepcsr,217126,lh,0,364512,330478,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217126_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217126_C_mwrm_lh_pial.stl
deepcsr,217126,rh,114,379902,322180,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217126_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217126_C_mwrm_rh_pial.stl
deepcsr,217429,lh,113,379695,313669,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217429_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217429_C_mwrm_lh_pial.stl
deepcsr,217429,rh,87,394487,317277,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217429_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_217429_C_mwrm_rh_pial.stl
deepcsr,220721,lh,524,373430,396709,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_220721_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_220721_C_mwrm_lh_pial.stl
deepcsr,220721,rh,0,387015,384618,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_220721_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_220721_C_mwrm_rh_pial.stl
deepcsr,221218,lh,131,388111,283037,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221218_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221218_C_mwrm_lh_pial.stl
deepcsr,221218,rh,108,404712,270705,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221218_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221218_C_mwrm_rh_pial.stl
deepcsr,221319,lh,0,359191,328482,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221319_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221319_C_mwrm_lh_pial.stl
deepcsr,221319,rh,81,382225,303797,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221319_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_221319_C_mwrm_rh_pial.stl
deepcsr,223929,lh,0,437503,332573,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_223929_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_223929_C_mwrm_lh_pial.stl
deepcsr,223929,rh,289,446919,342256,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_223929_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_223929_C_mwrm_rh_pial.stl
deepcsr,224022,lh,0,362201,298316,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_224022_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_224022_C_mwrm_lh_pial.stl
deepcsr,224022,rh,707,374122,304230,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_224022_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_224022_C_mwrm_rh_pial.stl
deepcsr,227432,lh,63,359470,368489,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_227432_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_227432_C_mwrm_lh_pial.stl
deepcsr,227432,rh,115,362228,370255,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_227432_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_227432_C_mwrm_rh_pial.stl
deepcsr,228434,lh,3733,394448,358457,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_228434_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_228434_C_mwrm_lh_pial.stl
deepcsr,228434,rh,169,400885,346386,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_228434_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_228434_C_mwrm_rh_pial.stl
deepcsr,231928,lh,269,373040,319628,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_231928_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_231928_C_mwrm_lh_pial.stl
deepcsr,231928,rh,186,397819,329534,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_231928_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_231928_C_mwrm_rh_pial.stl
deepcsr,233326,lh,1346,398066,348543,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_233326_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_233326_C_mwrm_lh_pial.stl
deepcsr,233326,rh,664,405905,345454,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_233326_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_233326_C_mwrm_rh_pial.stl
deepcsr,236130,lh,239,408498,330737,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_236130_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_236130_C_mwrm_lh_pial.stl
deepcsr,236130,rh,58,410721,322995,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_236130_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_236130_C_mwrm_rh_pial.stl
deepcsr,237334,lh,218,378183,356614,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_237334_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_237334_C_mwrm_lh_pial.stl
deepcsr,237334,rh,1540,379202,353159,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_237334_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_237334_C_mwrm_rh_pial.stl
deepcsr,239944,lh,917,396989,352051,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_239944_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_239944_C_mwrm_lh_pial.stl
deepcsr,239944,rh,231,392705,354932,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_239944_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_239944_C_mwrm_rh_pial.stl
deepcsr,245333,lh,30,378841,338609,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_245333_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_245333_C_mwrm_lh_pial.stl
deepcsr,245333,rh,0,400329,336453,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_245333_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_245333_C_mwrm_rh_pial.stl
deepcsr,246133,lh,271,389970,311561,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_246133_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_246133_C_mwrm_lh_pial.stl
deepcsr,246133,rh,0,391015,315836,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_246133_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_246133_C_mwrm_rh_pial.stl
deepcsr,248339,lh,485,396264,361221,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_248339_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_248339_C_mwrm_lh_pial.stl
deepcsr,248339,rh,0,406155,354467,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_248339_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_248339_C_mwrm_rh_pial.stl
deepcsr,249947,lh,46,413532,322937,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_249947_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_249947_C_mwrm_lh_pial.stl
deepcsr,249947,rh,13,425029,315953,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_249947_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_249947_C_mwrm_rh_pial.stl
deepcsr,250427,lh,1200,397508,364811,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250427_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250427_C_mwrm_lh_pial.stl
deepcsr,250427,rh,1569,414881,357029,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250427_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250427_C_mwrm_rh_pial.stl
deepcsr,250932,lh,48,402602,312164,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250932_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250932_C_mwrm_lh_pial.stl
deepcsr,250932,rh,117,414075,322976,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250932_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_250932_C_mwrm_rh_pial.stl
deepcsr,251833,lh,0,395130,387022,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_251833_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_251833_C_mwrm_lh_pial.stl
deepcsr,251833,rh,740,408781,377433,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_251833_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_251833_C_mwrm_rh_pial.stl
deepcsr,255639,lh,191,377945,371789,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_255639_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_255639_C_mwrm_lh_pial.stl
deepcsr,255639,rh,413,388068,369907,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_255639_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_255639_C_mwrm_rh_pial.stl
deepcsr,256540,lh,0,378884,303157,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_256540_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_256540_C_mwrm_lh_pial.stl
deepcsr,256540,rh,846,390620,289292,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_256540_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_256540_C_mwrm_rh_pial.stl
deepcsr,257542,lh,164,394376,316159,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257542_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257542_C_mwrm_lh_pial.stl
deepcsr,257542,rh,146,405207,324738,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257542_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257542_C_mwrm_rh_pial.stl
deepcsr,257845,lh,861,391874,411025,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257845_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257845_C_mwrm_lh_pial.stl
deepcsr,257845,rh,0,400132,395658,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257845_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/deepcsr/deepcsr_257845_C_mwrm_rh_pial.stl
